,Projekt,Uživatel,Aktivita,Úkol,Hodiny,Refundace,Datum
0,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Diskuse,Úkol #2727: Restaurace na Praze 1,0.5,,2016-09-30
1,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.33,,2016-09-30
2,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-09-30
3,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,1.5,,2016-09-30
4,mediální odbor,Mikuláš Ferjenčík,Studium podkladů,"Dlouhodobý úkol #2876: Facebook - nový obsah, sdílení",2.0,strana,2016-09-30
36,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-09-29
37,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #914: Vykazování úkolů,1.0,,2016-09-29
38,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Diskuse,Úkol #578: Úspěch Pirátů v krajských volbách,0.75,,2016-09-29
39,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Schůzky,Úkol #4034: Převzetí ceny Otevřeno x Zavřeno 2016,4.0,,2016-09-29
74,republikové předsednictvo,Mikuláš Ferjenčík,Diskuse,Úkol #3377: Pirátská strategie,1.5,,2016-09-28
85,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.75,,2016-09-27
86,mediální odbor,Mikuláš Ferjenčík,Příprava dokumentu,Dlouhodobý úkol #2817: Organizace a administrativa,0.75,,2016-09-27
87,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.75,,2016-09-27
88,mediální odbor,Mikuláš Ferjenčík,Diskuse,Dlouhodobý úkol #2817: Organizace a administrativa,2.0,strana,2016-09-27
113,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Jednání,Dlouhodobý úkol #2590: Jednání klubu 2016,2.0,,2016-09-26
114,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.33,,2016-09-26
115,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2016-09-26
116,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2016-09-26
117,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,0.5,,2016-09-26
160,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-09-23
161,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2016-09-23
162,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.8,,2016-09-23
184,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Promeškáno,Dlouhodobý úkol #165: Mediální výstupy,0.5,,2016-09-22
185,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.75,,2016-09-22
186,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,2.5,,2016-09-22
187,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,1.5,,2016-09-22
206,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,1.0,,2016-09-21
207,mediální odbor,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #3403: Objednávka propagačních materiálů,2.0,strana,2016-09-21
208,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,0.75,,2016-09-21
209,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,1.0,,2016-09-21
210,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,1.25,,2016-09-21
211,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Mediální výstupy,Dlouhodobý úkol #165: Mediální výstupy,0.75,,2016-09-21
241,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,E-mail,Dlouhodobý úkol #597: E-mailová komunikace,0.5,,2016-09-20
242,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Přednáška a popularizace,Dlouhodobý úkol #310: Pirátské úterky,0.7,,2016-09-20
243,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Schůzky,Dlouhodobý úkol #806: Výbor pro územní rozvoj a územní plán,0.8,,2016-09-20
244,mediální odbor,Mikuláš Ferjenčík,Administrativa,Úkol #4197: Příprava na Superdebatu,0.75,strana,2016-09-20
245,mediální odbor,Mikuláš Ferjenčík,Administrativa,Dlouhodobý úkol #2817: Organizace a administrativa,0.5,strana,2016-09-20
246,zastupitelstvo hl. m. Prahy,Mikuláš Ferjenčík,Studium podkladů,Úkol #2975: Metropolitní plán (nový územní plán),1.0,,2016-09-20
247,technický odbor,Mikuláš Ferjenčík,Jednání,Úkol #3381: Webařský tým - krajský rozcestník a weby,0.75,strana,2016-09-20
